,Raw,Scaled
a1,-0.00663881,-0.0465048
b1,0.0151278,0.0105659
c1,12.9401,0.0359622
e1,0.0,0.0
d1,0.0,0.0
a2,-0.000876967,-0.00814305
b2,0.00200246,0.0139402
c2,-0.63195,-0.00581448
e21,0.0,0.0
e22,0.0,0.0
d2,0.0,0.0
a3,0.0180869,0.164677
b3,-0.0419797,-0.287442
c3,13.5366,0.123201
e3,0.0,0.0
d3,0.0,0.0
