,Raw,Scaled
a1,-0.00678323,-0.0466648
b1,0.0154985,0.0106621
c1,13.4062,0.0360261
d1,0.0,0.0
a2,-0.000884647,-0.00811449
b2,0.00202513,0.0139318
c2,-0.651345,-0.00583448
d2,0.0,0.0
a3,0.018009,0.165189
b3,-0.041857,-0.287952
c3,13.754,0.123202
d3,0.0,0.0
