,Raw,Scaled
a1,-0.0223706,-0.159333
b1,0.0509726,0.0361981
c1,43.6001,0.123201
e1,0.0,0.0
d1,0.0,0.0
a2,-0.00295497,-0.0278983
b2,0.00674719,0.0477582
c2,-2.12938,-0.0199205
e21,8.48146e-12,1.29102e-13
e22,0.0,0.0
d2,0.0,0.0
a3,-0.00086256,-0.00798506
b3,0.00200188,0.013937
c3,-0.645553,-0.00597389
e3,3.98644e-10,1.29102e-13
d3,0.0,0.0
