,Raw,Scaled
a1,-0.0228429,-0.159599
b1,0.0521888,0.0364634
c1,45.1419,0.123202
d1,0.0,0.0
a2,-0.00297897,-0.0277513
b2,0.00681929,0.0476451
c2,-2.19334,-0.0199537
d2,0.0,0.0
a3,-0.000857769,-0.00799076
b3,0.00199354,0.0139285
c3,-0.6551,-0.00595971
d3,0.0,0.0
