,Raw,Scaled
a1,-0.00786073,-0.101855
b1,-1.64236,-0.0415643
c1,0.0170467,0.117804
d1,3.54611,0.0957264
f1,-3.72231,-0.0942032
g1,8.04849,0.0135792
h1,1677.78,0.0110575
p1,-1.42109e-11,-1.19881e-13
q1,-1.42109e-11,-1.19881e-13
r1,-3.63798e-09,-1.19881e-13
a2,0.041406,0.357678
b2,-0.0803512,-0.520575
c2,19.5428,0.164861
d2,-1.42109e-11,-1.19881e-13
