,Raw,Scaled
a1,-0.0020001,-0.0139445
b1,0.00455769,0.00316824
c1,3.89863,0.0107836
e1,-1.05234e-12,-1.26374e-13
d1,0.0,0.0
a2,0.0186707,0.172548
b2,-0.042617,-0.295279
c2,13.4538,0.123202
e21,0.0,0.0
e22,0.0,0.0
d2,0.0,0.0
a3,0.00544952,0.0493823
b3,-0.0126463,-0.0861825
c3,4.07847,0.0369443
e3,0.0,0.0
d3,0.0,0.0
